1,0,7,Columbus Trains,Rivera,Alex,,2,2,8,1987,56,Dominican Republic,6729,Baní,5,180,194,2,2,11,2604,2871,17,3,58,54,8,65,52,68,62,63,9,76,56,74,61,61,9,73,55,72,11,0,0,14,4,1,99,2,57,88,49,81,51,83,11,5,1,87,111,51,9,3,53,11,48,1,3,11,45,45,63,200,0,0,0,0,0,0,0,0,0,1,550,.293,0,0,21,67,101,11,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,15,55,80,156,78,101,1.0510,101,200,77,100,105,0,107,0,0,0,0,0,0,81,77,100,105,0,107,0,0,0,0,0,0,0,0,,,,
2,0,7,Columbus Trains,Bell,Steve,,16,19,6,1997,206,The United States,13941,Claremont,4,188,206,2,2,11,545,657,5,1,51,49,14,32,44,59,56,59,17,38,48,65,55,57,16,37,47,63,9,1,1,14,25,21,171,20,53,59,54,60,54,60,9,3,1,76,193,50,10,4,44,53,125,6,4,8,68,59,52,200,0,0,0,0,0,0,0,0,0,1,550,.299,0,0,21,90,96,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,97,41,80,96,75,96,1.0426,96,76,0,102,99,0,106,0,0,0,0,0,0,76,0,102,99,0,106,0,0,0,0,0,0,0,0,,,,
3,0,7,Columbus Trains,Lawrence,Kevin,,14,30,12,1997,206,The United States,92334,Wexford,4,185,197,2,1,11,713,834,5,2,76,49,12,41,71,90,87,65,16,55,82,103,84,61,15,52,79,99,7,0,0,1,3,1,131,15,123,140,138,148,131,144,7,4,1,94,87,61,7,3,41,3,111,12,8,1,63,76,52,200,0,0,0,0,0,0,0,0,0,1,550,.289,0,0,9,36,71,7,3800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,80,87,94,196,61,71,1.0000,71,73,0,0,88,0,96,0,0,0,0,0,0,73,0,0,88,0,96,0,0,0,0,0,0,0,0,,,,
4,0,7,Columbus Trains,Homer,Troy,,29,17,2,1990,206,The United States,13181,Chicago,4,192,221,2,2,11,1906,1964,12,0,54,40,14,55,45,64,60,49,17,68,50,71,58,47,16,65,49,69,8,0,0,16,22,1,161,6,90,97,62,82,69,86,8,2,0,84,195,49,10,2,36,28,79,6,7,1,75,70,45,200,0,0,0,0,0,0,0,0,0,1,550,.267,0,0,19,64,120,8,8400000,8400000,8400000,8400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,124,28,102,78,66,120,1.0000,120,178,145,0,47,0,147,0,0,0,0,0,0,178,145,0,47,0,147,0,0,0,0,0,0,0,0,,,,
5,0,7,Columbus Trains,Ammons,Zach,,25,30,7,2001,206,The United States,58739,Phoenix,4,185,189,1,1,11,24,42,1,0,26,55,1,28,22,21,26,52,1,27,22,21,26,53,1,27,22,21,6,0,1,22,21,6,166,16,66,126,75,138,71,133,6,3,2,109,58,53,3,3,46,40,72,7,10,10,35,36,41,200,0,0,0,0,0,0,0,0,0,1,550,.274,0,0,17,40,85,6,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,124,108,120,53,117,85,1.0000,85,0,80,0,89,0,0,0,0,0,0,0,121,0,80,0,89,0,0,0,0,0,0,0,121,0,0,,,,
6,0,7,Columbus Trains,Hernandez,Rodolfo,,3,11,6,1987,210,Venezuela,17944,Catia La Mar,1,179,197,2,1,11,2617,2617,17,1,84,63,17,56,77,100,90,76,20,68,84,109,88,73,19,65,82,106,7,0,0,24,11,1,71,11,62,93,70,102,66,98,7,3,1,80,113,52,11,3,41,52,101,22,7,10,11,20,48,200,0,0,0,0,0,0,0,0,0,1,550,.274,0,0,18,52,110,7,11500000,11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,82,93,92,112,102,110,1.0000,110,88,0,0,125,0,120,97,0,0,0,0,0,88,0,0,125,0,120,97,0,0,0,0,0,0,0,,,,
7,0,7,Columbus Trains,Williams,Kyle,,31,24,6,1996,206,The United States,92678,North Tustin,4,182,197,3,1,12,738,816,6,2,13,22,19,32,16,1,18,31,26,44,19,1,16,29,24,41,18,1,8,0,2,17,4,1,114,4,60,86,62,88,61,87,8,4,2,48,27,46,15,3,33,47,100,20,4,10,43,28,62,200,0,0,0,0,0,0,0,0,0,1,550,.270,0,0,21,63,120,8,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,126,6,8,123,65,120,1.0000,120,81,0,0,79,68,17,0,0,0,0,0,0,81,0,0,79,68,17,0,0,0,0,0,0,0,0,,,,
8,0,7,Columbus Trains,Morales,Andres,,87,23,2,1992,206,The United States,8338,Bellefonte,4,186,210,1,1,13,1573,1730,12,1,63,79,11,25,53,77,58,67,10,21,49,70,60,70,10,22,50,72,4,0,2,28,100,88,107,12,157,116,200,128,181,123,4,5,1,21,93,58,17,3,50,48,83,10,7,7,65,56,13,200,0,0,0,0,0,0,0,0,0,1,550,.212,0,0,6,43,168,4,10000000,10000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,112,122,190,108,111,168,1.0000,168,148,161,0,0,0,0,0,0,0,0,0,0,148,161,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9,0,7,Columbus Trains,Rentschler,Joe,,18,12,2,1995,206,The United States,37809,Kenmore,4,189,213,2,1,12,875,895,7,1,42,53,15,33,37,44,49,75,21,47,44,52,46,70,20,44,42,49,7,1,1,7,6,1,137,5,66,79,93,93,81,87,7,5,0,12,66,55,17,2,87,22,109,20,1,10,88,69,70,200,0,0,0,0,0,0,0,0,0,1,550,.243,0,0,15,63,146,7,1200000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,22,116,111,186,115,146,1.0000,146,153,91,0,0,0,0,0,0,0,0,0,0,153,91,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,0,7,Columbus Trains,Rojas,Augusto,,15,6,8,1993,210,Venezuela,15992,Cumana,1,189,217,1,1,12,1405,1630,10,2,53,69,1,24,48,62,50,61,1,21,45,58,50,63,1,22,46,59,4,0,0,20,160,151,170,4,113,113,113,116,113,115,4,4,1,27,3,60,16,3,56,26,108,15,7,10,68,33,47,200,0,0,0,0,0,0,0,0,0,1,550,.227,0,0,10,45,154,4,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,99,117,110,90,170,154,1.0000,154,0,0,124,0,180,0,0,0,0,0,0,0,0,0,124,0,180,0,0,0,0,0,0,0,0,0,,,,
